dataset,feature,feature_type,band,channel,coefficient
ibarra_zarate,wpli_theta_F4_T8,wpli,theta,F4-T8,38.33978517563138
ibarra_zarate,wpli_alpha_F4_T8,wpli,alpha,F4-T8,38.993450138650346
ibarra_zarate,wpli_beta_F4_T8,wpli,beta,F4-T8,0.0
ibarra_zarate,wpli_gamma_F4_T8,wpli,gamma,F4-T8,23.030818361275593
ibarra_zarate,wpli_delta_F7_T8,wpli,delta,F7-T8,-80.69974681388656
ibarra_zarate,wpli_theta_F7_T8,wpli,theta,F7-T8,12.794923757400865
ibarra_zarate,wpli_alpha_F7_T8,wpli,alpha,F7-T8,23.818652124882917
ibarra_zarate,wpli_beta_F7_T8,wpli,beta,F7-T8,37.179226431874554
ibarra_zarate,wpli_gamma_F7_T8,wpli,gamma,F7-T8,41.3602402279619
ibarra_zarate,wpli_delta_F8_T8,wpli,delta,F8-T8,6.167236796094945
ibarra_zarate,wpli_theta_F8_T8,wpli,theta,F8-T8,0.0
ibarra_zarate,wpli_alpha_F8_T8,wpli,alpha,F8-T8,29.99868627160265
ibarra_zarate,wpli_beta_F8_T8,wpli,beta,F8-T8,-53.49256590495219
ibarra_zarate,wpli_gamma_F8_T8,wpli,gamma,F8-T8,-147.05056311958094
ibarra_zarate,wpli_delta_Fp1_T8,wpli,delta,Fp1-T8,27.553602829002457
ibarra_zarate,wpli_theta_Fp1_T8,wpli,theta,Fp1-T8,0.0
ibarra_zarate,wpli_alpha_Fp1_T8,wpli,alpha,Fp1-T8,30.34132986163276
ibarra_zarate,wpli_beta_Fp1_T8,wpli,beta,Fp1-T8,-9.415562660591984
ibarra_zarate,wpli_gamma_Fp1_T8,wpli,gamma,Fp1-T8,-99.48987562679001
ibarra_zarate,wpli_delta_Fp2_T8,wpli,delta,Fp2-T8,46.76724540300005
ibarra_zarate,wpli_theta_Fp2_T8,wpli,theta,Fp2-T8,-12.597980892179084
ibarra_zarate,wpli_alpha_Fp2_T8,wpli,alpha,Fp2-T8,74.58879995189466
ibarra_zarate,wpli_beta_Fp2_T8,wpli,beta,Fp2-T8,-35.708569675102716
ibarra_zarate,wpli_gamma_Fp2_T8,wpli,gamma,Fp2-T8,-39.47057985611608
ibarra_zarate,wpli_delta_Fz_T8,wpli,delta,Fz-T8,7.80025961910228
ibarra_zarate,wpli_theta_Fz_T8,wpli,theta,Fz-T8,59.661642321889644
ibarra_zarate,wpli_alpha_Fz_T8,wpli,alpha,Fz-T8,94.37561499197813
ibarra_zarate,wpli_beta_Fz_T8,wpli,beta,Fz-T8,9.980860442619878
ibarra_zarate,wpli_gamma_Fz_T8,wpli,gamma,Fz-T8,-11.062302647037644
ibarra_zarate,wpli_delta_P7_T8,wpli,delta,P7-T8,52.285901553808245
ibarra_zarate,wpli_theta_P7_T8,wpli,theta,P7-T8,107.59462756724233
ibarra_zarate,wpli_alpha_P7_T8,wpli,alpha,P7-T8,25.73447260396221
ibarra_zarate,wpli_beta_P7_T8,wpli,beta,P7-T8,-2.564223519625915
ibarra_zarate,wpli_gamma_P7_T8,wpli,gamma,P7-T8,-164.8182891884075
ibarra_zarate,wpli_delta_P8_T8,wpli,delta,P8-T8,61.32769199336765
ibarra_zarate,wpli_theta_P8_T8,wpli,theta,P8-T8,57.50389729438995
ibarra_zarate,wpli_alpha_P8_T8,wpli,alpha,P8-T8,-6.161997348135751
ibarra_zarate,wpli_beta_P8_T8,wpli,beta,P8-T8,104.69365431837693
ibarra_zarate,wpli_gamma_P8_T8,wpli,gamma,P8-T8,44.23715355191145
ibarra_zarate,wpli_delta_T7_T8,wpli,delta,T7-T8,0.0
ibarra_zarate,wpli_theta_T7_T8,wpli,theta,T7-T8,4.779587944539096
ibarra_zarate,wpli_alpha_T7_T8,wpli,alpha,T7-T8,-35.88090657544869
ibarra_zarate,wpli_beta_T7_T8,wpli,beta,T7-T8,-64.60964755745165
ibarra_zarate,wpli_gamma_T7_T8,wpli,gamma,T7-T8,50.300423665113485
ibarra_zarate,plzc_C3,plzc,,C3,-12.150734291204463
ibarra_zarate,plzc_C4,plzc,,C4,0.0
ibarra_zarate,plzc_F3,plzc,,F3,8.205592699382699
ibarra_zarate,plzc_F4,plzc,,F4,-25.406807941244857
ibarra_zarate,plzc_F7,plzc,,F7,8.826713797981
ibarra_zarate,plzc_F8,plzc,,F8,33.74656076186466
ibarra_zarate,plzc_Fp1,plzc,,Fp1,0.0
ibarra_zarate,plzc_Fp2,plzc,,Fp2,14.8334869913104
ibarra_zarate,plzc_Fz,plzc,,Fz,-13.965230041679895
ibarra_zarate,plzc_P7,plzc,,P7,-19.710417644849635
ibarra_zarate,plzc_P8,plzc,,P8,8.124548912393463
ibarra_zarate,plzc_T7,plzc,,T7,-45.4529257860163
ibarra_zarate,plzc_T8,plzc,,T8,0.0
raeisi,power_delta_C3,power,delta,C3,284.982411773169
raeisi,power_theta_C3,power,theta,C3,97.0804287289381
raeisi,power_alpha_C3,power,alpha,C3,177.15056172472467
raeisi,power_beta_C3,power,beta,C3,-7.307509385182644
raeisi,power_gamma_C3,power,gamma,C3,-96.66896223079222
raeisi,power_delta_C4,power,delta,C4,-72.31472730520984
raeisi,power_theta_C4,power,theta,C4,-55.1239925425454
raeisi,power_alpha_C4,power,alpha,C4,74.56274679530244
raeisi,power_beta_C4,power,beta,C4,78.03813166941923
raeisi,power_gamma_C4,power,gamma,C4,-1.9240706178614992
raeisi,power_delta_F3,power,delta,F3,100.43853678688882
raeisi,power_theta_F3,power,theta,F3,-65.70071846879239
raeisi,power_alpha_F3,power,alpha,F3,64.67219256804701
raeisi,power_beta_F3,power,beta,F3,113.178789090877
raeisi,power_gamma_F3,power,gamma,F3,54.277091162283014
raeisi,power_delta_F4,power,delta,F4,112.18400269089943
raeisi,power_theta_F4,power,theta,F4,-137.72088599023004
raeisi,power_alpha_F4,power,alpha,F4,32.271819585932214
raeisi,power_beta_F4,power,beta,F4,57.027520617314124
raeisi,power_gamma_F4,power,gamma,F4,0.0
raeisi,power_delta_F7,power,delta,F7,-120.56720152494812
raeisi,power_theta_F7,power,theta,F7,125.38711380519644
raeisi,power_alpha_F7,power,alpha,F7,21.191187261862762
raeisi,power_beta_F7,power,beta,F7,0.0
raeisi,power_gamma_F7,power,gamma,F7,-10.793935159740968
raeisi,power_delta_F8,power,delta,F8,60.77147835850459
raeisi,power_theta_F8,power,theta,F8,-82.8460700685617
raeisi,power_alpha_F8,power,alpha,F8,20.962799344422105
raeisi,power_beta_F8,power,beta,F8,31.65126803654419
raeisi,power_gamma_F8,power,gamma,F8,-52.65039235062709
raeisi,power_delta_Fp1,power,delta,Fp1,-49.40994697905426
raeisi,power_theta_Fp1,power,theta,Fp1,-2.7612192263971878
raeisi,power_alpha_Fp1,power,alpha,Fp1,60.68966038441579
raeisi,power_beta_Fp1,power,beta,Fp1,121.4231627692205
raeisi,power_gamma_Fp1,power,gamma,Fp1,157.1702019330705
raeisi,power_delta_Fp2,power,delta,Fp2,-436.9897105225951
raeisi,power_theta_Fp2,power,theta,Fp2,116.02649395705147
raeisi,power_alpha_Fp2,power,alpha,Fp2,82.22729103226573
raeisi,power_beta_Fp2,power,beta,Fp2,96.43705979667153
raeisi,power_gamma_Fp2,power,gamma,Fp2,88.17974524556345
raeisi,power_delta_Fz,power,delta,Fz,47.36140234991836
raeisi,power_theta_Fz,power,theta,Fz,53.798529755157425
raeisi,power_alpha_Fz,power,alpha,Fz,106.42705078185094
raeisi,power_beta_Fz,power,beta,Fz,60.630296327041776
raeisi,power_gamma_Fz,power,gamma,Fz,-19.582800329371786
raeisi,power_delta_P7,power,delta,P7,-360.5444141692155
raeisi,power_theta_P7,power,theta,P7,-124.07452794389765
raeisi,power_alpha_P7,power,alpha,P7,16.527968866787422
raeisi,power_beta_P7,power,beta,P7,-110.76715077883671
raeisi,power_gamma_P7,power,gamma,P7,-364.8023849267442
raeisi,power_delta_P8,power,delta,P8,447.2817055892059
raeisi,power_theta_P8,power,theta,P8,60.458696697239965
raeisi,power_alpha_P8,power,alpha,P8,76.34777586218188
raeisi,power_beta_P8,power,beta,P8,17.156862475304123
raeisi,power_gamma_P8,power,gamma,P8,0.0
raeisi,power_delta_T7,power,delta,T7,-92.86032431551989
raeisi,power_theta_T7,power,theta,T7,-345.29520438577475
raeisi,power_alpha_T7,power,alpha,T7,58.85216145411839
raeisi,power_beta_T7,power,beta,T7,-106.39539480403543
raeisi,power_gamma_T7,power,gamma,T7,-57.64923934097015
raeisi,power_delta_T8,power,delta,T8,259.79266297432923
raeisi,power_theta_T8,power,theta,T8,-0.46818462720847975
raeisi,power_alpha_T8,power,alpha,T8,74.4744253596896
raeisi,power_beta_T8,power,beta,T8,11.900780169283742
raeisi,power_gamma_T8,power,gamma,T8,14.008483360682625
raeisi,wpli_delta_C3_C4,wpli,delta,C3-C4,126.20022604986258
raeisi,wpli_theta_C3_C4,wpli,theta,C3-C4,65.06859094724861
raeisi,wpli_alpha_C3_C4,wpli,alpha,C3-C4,42.76349431997108
raeisi,wpli_beta_C3_C4,wpli,beta,C3-C4,0.0
raeisi,wpli_gamma_C3_C4,wpli,gamma,C3-C4,2.3255737363371973
raeisi,wpli_delta_C3_F3,wpli,delta,C3-F3,115.56323262719167
raeisi,wpli_theta_C3_F3,wpli,theta,C3-F3,63.202386546324014
raeisi,wpli_alpha_C3_F3,wpli,alpha,C3-F3,53.409494376787094
raeisi,wpli_beta_C3_F3,wpli,beta,C3-F3,7.692271502143739
raeisi,wpli_gamma_C3_F3,wpli,gamma,C3-F3,28.913656382232134
raeisi,wpli_delta_C4_F3,wpli,delta,C4-F3,54.13279731831594
raeisi,wpli_theta_C4_F3,wpli,theta,C4-F3,28.230367507459928
raeisi,wpli_alpha_C4_F3,wpli,alpha,C4-F3,97.06155780726439
raeisi,wpli_beta_C4_F3,wpli,beta,C4-F3,1.6581902369157584
raeisi,wpli_gamma_C4_F3,wpli,gamma,C4-F3,31.816772478335036
raeisi,wpli_delta_C3_F4,wpli,delta,C3-F4,68.95707542572964
raeisi,wpli_theta_C3_F4,wpli,theta,C3-F4,43.96898921581851
raeisi,wpli_alpha_C3_F4,wpli,alpha,C3-F4,66.66972960330061
raeisi,wpli_beta_C3_F4,wpli,beta,C3-F4,40.60711168907758
raeisi,wpli_gamma_C3_F4,wpli,gamma,C3-F4,-46.62376677829022
raeisi,wpli_delta_C4_F4,wpli,delta,C4-F4,25.19592396302511
raeisi,wpli_theta_C4_F4,wpli,theta,C4-F4,-140.4891347568963
raeisi,wpli_alpha_C4_F4,wpli,alpha,C4-F4,136.42749070644254
raeisi,wpli_beta_C4_F4,wpli,beta,C4-F4,14.250669448269557
raeisi,wpli_gamma_C4_F4,wpli,gamma,C4-F4,0.0
raeisi,wpli_delta_F3_F4,wpli,delta,F3-F4,-26.164455691678494
raeisi,wpli_theta_F3_F4,wpli,theta,F3-F4,-87.04402264215308
raeisi,wpli_alpha_F3_F4,wpli,alpha,F3-F4,33.56734174939288
raeisi,wpli_beta_F3_F4,wpli,beta,F3-F4,96.69575172429731
raeisi,wpli_gamma_F3_F4,wpli,gamma,F3-F4,44.49611193851231
raeisi,wpli_delta_C3_F7,wpli,delta,C3-F7,13.139870449736957
raeisi,wpli_theta_C3_F7,wpli,theta,C3-F7,74.63453718767788
raeisi,wpli_alpha_C3_F7,wpli,alpha,C3-F7,23.89128518504385
raeisi,wpli_beta_C3_F7,wpli,beta,C3-F7,-107.57923748553401
raeisi,wpli_gamma_C3_F7,wpli,gamma,C3-F7,0.0
raeisi,wpli_delta_C4_F7,wpli,delta,C4-F7,50.39283925314844
raeisi,wpli_theta_C4_F7,wpli,theta,C4-F7,92.3161831152933
raeisi,wpli_alpha_C4_F7,wpli,alpha,C4-F7,94.55831457304443
raeisi,wpli_beta_C4_F7,wpli,beta,C4-F7,0.0
raeisi,wpli_gamma_C4_F7,wpli,gamma,C4-F7,-21.672871150074492
raeisi,wpli_delta_F3_F7,wpli,delta,F3-F7,68.16781379125828
raeisi,wpli_theta_F3_F7,wpli,theta,F3-F7,102.15853145564772
raeisi,wpli_alpha_F3_F7,wpli,alpha,F3-F7,69.26530276499876
raeisi,wpli_beta_F3_F7,wpli,beta,F3-F7,-43.83922706441747
raeisi,wpli_gamma_F3_F7,wpli,gamma,F3-F7,-60.44649186181169
raeisi,wpli_delta_F4_F7,wpli,delta,F4-F7,42.028008026534344
raeisi,wpli_theta_F4_F7,wpli,theta,F4-F7,31.039384501923255
raeisi,wpli_alpha_F4_F7,wpli,alpha,F4-F7,84.29363423386765
raeisi,wpli_beta_F4_F7,wpli,beta,F4-F7,36.64830685666952
raeisi,wpli_gamma_F4_F7,wpli,gamma,F4-F7,-94.43861848927105
raeisi,wpli_delta_C3_F8,wpli,delta,C3-F8,58.96202722555134
raeisi,wpli_theta_C3_F8,wpli,theta,C3-F8,14.996123977447457
raeisi,wpli_alpha_C3_F8,wpli,alpha,C3-F8,60.861959576792
raeisi,wpli_beta_C3_F8,wpli,beta,C3-F8,37.44115795092576
raeisi,wpli_gamma_C3_F8,wpli,gamma,C3-F8,44.024471808826874
raeisi,wpli_delta_C4_F8,wpli,delta,C4-F8,72.07339514053473
raeisi,wpli_theta_C4_F8,wpli,theta,C4-F8,-44.67120543101301
raeisi,wpli_alpha_C4_F8,wpli,alpha,C4-F8,64.12554237608514
raeisi,wpli_beta_C4_F8,wpli,beta,C4-F8,51.35884911396234
raeisi,wpli_gamma_C4_F8,wpli,gamma,C4-F8,31.949826142497784
raeisi,wpli_delta_F3_F8,wpli,delta,F3-F8,-34.5474123577891
raeisi,wpli_theta_F3_F8,wpli,theta,F3-F8,-79.62957468269006
raeisi,wpli_alpha_F3_F8,wpli,alpha,F3-F8,63.97128494657811
raeisi,wpli_beta_F3_F8,wpli,beta,F3-F8,36.779788808969414
raeisi,wpli_gamma_F3_F8,wpli,gamma,F3-F8,0.0
raeisi,wpli_delta_F4_F8,wpli,delta,F4-F8,0.0
raeisi,wpli_theta_F4_F8,wpli,theta,F4-F8,-99.74915527803472
raeisi,wpli_alpha_F4_F8,wpli,alpha,F4-F8,-24.269544613923866
raeisi,wpli_beta_F4_F8,wpli,beta,F4-F8,-64.26863692631174
raeisi,wpli_gamma_F4_F8,wpli,gamma,F4-F8,-14.814067811432736
raeisi,wpli_delta_F7_F8,wpli,delta,F7-F8,33.24248627417737
raeisi,wpli_theta_F7_F8,wpli,theta,F7-F8,0.0
raeisi,wpli_alpha_F7_F8,wpli,alpha,F7-F8,87.9899945355955
raeisi,wpli_beta_F7_F8,wpli,beta,F7-F8,0.8114749456507342
raeisi,wpli_gamma_F7_F8,wpli,gamma,F7-F8,-5.519958709200106
raeisi,wpli_delta_C3_Fp1,wpli,delta,C3-Fp1,85.5179165962865
raeisi,wpli_theta_C3_Fp1,wpli,theta,C3-Fp1,64.23581441673697
raeisi,wpli_alpha_C3_Fp1,wpli,alpha,C3-Fp1,56.29283420309304
raeisi,wpli_beta_C3_Fp1,wpli,beta,C3-Fp1,-44.75155647287358
raeisi,wpli_gamma_C3_Fp1,wpli,gamma,C3-Fp1,41.9783294887222
raeisi,wpli_delta_C4_Fp1,wpli,delta,C4-Fp1,82.77576452898936
raeisi,wpli_theta_C4_Fp1,wpli,theta,C4-Fp1,91.15213043278564
raeisi,wpli_alpha_C4_Fp1,wpli,alpha,C4-Fp1,2.449371790376551
raeisi,wpli_beta_C4_Fp1,wpli,beta,C4-Fp1,-16.276103118075373
raeisi,wpli_gamma_C4_Fp1,wpli,gamma,C4-Fp1,69.29051994564037
raeisi,wpli_delta_F3_Fp1,wpli,delta,F3-Fp1,89.52333429007533
raeisi,wpli_theta_F3_Fp1,wpli,theta,F3-Fp1,53.82791223393221
raeisi,wpli_alpha_F3_Fp1,wpli,alpha,F3-Fp1,41.346111079362224
raeisi,wpli_beta_F3_Fp1,wpli,beta,F3-Fp1,18.879652079895774
raeisi,wpli_gamma_F3_Fp1,wpli,gamma,F3-Fp1,77.94998539348742
raeisi,wpli_delta_F4_Fp1,wpli,delta,F4-Fp1,48.73272309302256
raeisi,wpli_theta_F4_Fp1,wpli,theta,F4-Fp1,-4.222026682698516
raeisi,wpli_alpha_F4_Fp1,wpli,alpha,F4-Fp1,55.676560490270845
raeisi,wpli_beta_F4_Fp1,wpli,beta,F4-Fp1,48.28178247169992
raeisi,wpli_gamma_F4_Fp1,wpli,gamma,F4-Fp1,20.88796353552408
raeisi,wpli_delta_F7_Fp1,wpli,delta,F7-Fp1,57.461851407269684
raeisi,wpli_theta_F7_Fp1,wpli,theta,F7-Fp1,41.069610153139614
raeisi,wpli_alpha_F7_Fp1,wpli,alpha,F7-Fp1,6.054827874307018
raeisi,wpli_beta_F7_Fp1,wpli,beta,F7-Fp1,-141.77866175486403
raeisi,wpli_gamma_F7_Fp1,wpli,gamma,F7-Fp1,-104.86511007581744
raeisi,wpli_delta_F8_Fp1,wpli,delta,F8-Fp1,50.90968225029026
raeisi,wpli_theta_F8_Fp1,wpli,theta,F8-Fp1,8.616930224252158
raeisi,wpli_alpha_F8_Fp1,wpli,alpha,F8-Fp1,55.742023415477604
raeisi,wpli_beta_F8_Fp1,wpli,beta,F8-Fp1,42.24351078928734
raeisi,wpli_gamma_F8_Fp1,wpli,gamma,F8-Fp1,36.23779450185663
raeisi,wpli_delta_C3_Fp2,wpli,delta,C3-Fp2,-22.93871376321722
raeisi,wpli_theta_C3_Fp2,wpli,theta,C3-Fp2,-38.156758762380385
raeisi,wpli_alpha_C3_Fp2,wpli,alpha,C3-Fp2,-23.525431938769135
raeisi,wpli_beta_C3_Fp2,wpli,beta,C3-Fp2,-123.3200633391603
raeisi,wpli_gamma_C3_Fp2,wpli,gamma,C3-Fp2,-31.114287711433562
raeisi,wpli_delta_C4_Fp2,wpli,delta,C4-Fp2,68.584021996228
raeisi,wpli_theta_C4_Fp2,wpli,theta,C4-Fp2,89.22420866230216
raeisi,wpli_alpha_C4_Fp2,wpli,alpha,C4-Fp2,23.83056110658411
raeisi,wpli_beta_C4_Fp2,wpli,beta,C4-Fp2,0.0
raeisi,wpli_gamma_C4_Fp2,wpli,gamma,C4-Fp2,-25.29933137753357
raeisi,wpli_delta_F3_Fp2,wpli,delta,F3-Fp2,33.230823132018735
raeisi,wpli_theta_F3_Fp2,wpli,theta,F3-Fp2,38.309265424773294
raeisi,wpli_alpha_F3_Fp2,wpli,alpha,F3-Fp2,44.22760287809761
raeisi,wpli_beta_F3_Fp2,wpli,beta,F3-Fp2,9.448259380652171
raeisi,wpli_gamma_F3_Fp2,wpli,gamma,F3-Fp2,3.3847408482410968
raeisi,wpli_delta_F4_Fp2,wpli,delta,F4-Fp2,0.4865322885421497
raeisi,wpli_theta_F4_Fp2,wpli,theta,F4-Fp2,-5.707483886784333
raeisi,wpli_alpha_F4_Fp2,wpli,alpha,F4-Fp2,41.562783892782804
raeisi,wpli_beta_F4_Fp2,wpli,beta,F4-Fp2,8.000754715952002
raeisi,wpli_gamma_F4_Fp2,wpli,gamma,F4-Fp2,-20.503049265628214
raeisi,wpli_delta_F7_Fp2,wpli,delta,F7-Fp2,-6.85451057375485
raeisi,wpli_theta_F7_Fp2,wpli,theta,F7-Fp2,6.9631581720473354
raeisi,wpli_alpha_F7_Fp2,wpli,alpha,F7-Fp2,0.46803589396476175
raeisi,wpli_beta_F7_Fp2,wpli,beta,F7-Fp2,-143.53371236608535
raeisi,wpli_gamma_F7_Fp2,wpli,gamma,F7-Fp2,-28.652584649869574
raeisi,wpli_delta_F8_Fp2,wpli,delta,F8-Fp2,0.0
raeisi,wpli_theta_F8_Fp2,wpli,theta,F8-Fp2,5.588829476218989
raeisi,wpli_alpha_F8_Fp2,wpli,alpha,F8-Fp2,43.3362160434594
raeisi,wpli_beta_F8_Fp2,wpli,beta,F8-Fp2,31.221830537633167
raeisi,wpli_gamma_F8_Fp2,wpli,gamma,F8-Fp2,0.0
raeisi,wpli_delta_Fp1_Fp2,wpli,delta,Fp1-Fp2,48.505921599953304
raeisi,wpli_theta_Fp1_Fp2,wpli,theta,Fp1-Fp2,43.97502712757423
raeisi,wpli_alpha_Fp1_Fp2,wpli,alpha,Fp1-Fp2,43.26826623976631
raeisi,wpli_beta_Fp1_Fp2,wpli,beta,Fp1-Fp2,0.0
raeisi,wpli_gamma_Fp1_Fp2,wpli,gamma,Fp1-Fp2,-36.120418967690526
raeisi,wpli_delta_C3_Fz,wpli,delta,C3-Fz,156.56457921273346
raeisi,wpli_theta_C3_Fz,wpli,theta,C3-Fz,81.27299861715987
raeisi,wpli_alpha_C3_Fz,wpli,alpha,C3-Fz,3.8219566047218665
raeisi,wpli_beta_C3_Fz,wpli,beta,C3-Fz,-13.74740751606426
raeisi,wpli_gamma_C3_Fz,wpli,gamma,C3-Fz,77.6302238784455
raeisi,wpli_delta_C4_Fz,wpli,delta,C4-Fz,101.32055491281149
raeisi,wpli_theta_C4_Fz,wpli,theta,C4-Fz,-61.90808702286486
raeisi,wpli_alpha_C4_Fz,wpli,alpha,C4-Fz,-10.937408884023977
raeisi,wpli_beta_C4_Fz,wpli,beta,C4-Fz,-71.47973039298782
raeisi,wpli_gamma_C4_Fz,wpli,gamma,C4-Fz,0.0
raeisi,wpli_delta_F3_Fz,wpli,delta,F3-Fz,20.21348077139877
raeisi,wpli_theta_F3_Fz,wpli,theta,F3-Fz,-46.58745765611023
raeisi,wpli_alpha_F3_Fz,wpli,alpha,F3-Fz,32.06272353380286
raeisi,wpli_beta_F3_Fz,wpli,beta,F3-Fz,-53.64451767954592
raeisi,wpli_gamma_F3_Fz,wpli,gamma,F3-Fz,0.0
raeisi,wpli_delta_F4_Fz,wpli,delta,F4-Fz,29.11643360934221
raeisi,wpli_theta_F4_Fz,wpli,theta,F4-Fz,-34.261273007276394
raeisi,wpli_alpha_F4_Fz,wpli,alpha,F4-Fz,72.02816876626888
raeisi,wpli_beta_F4_Fz,wpli,beta,F4-Fz,27.980807428623006
raeisi,wpli_gamma_F4_Fz,wpli,gamma,F4-Fz,-56.51898742339035
raeisi,wpli_delta_F7_Fz,wpli,delta,F7-Fz,32.91060911831584
raeisi,wpli_theta_F7_Fz,wpli,theta,F7-Fz,49.08462674282546
raeisi,wpli_alpha_F7_Fz,wpli,alpha,F7-Fz,35.855973772730366
raeisi,wpli_beta_F7_Fz,wpli,beta,F7-Fz,-109.52838555974093
raeisi,wpli_gamma_F7_Fz,wpli,gamma,F7-Fz,-35.56712816789366
raeisi,wpli_delta_F8_Fz,wpli,delta,F8-Fz,27.41390076536964
raeisi,wpli_theta_F8_Fz,wpli,theta,F8-Fz,-35.126661673402765
raeisi,wpli_alpha_F8_Fz,wpli,alpha,F8-Fz,34.98236270772847
raeisi,wpli_beta_F8_Fz,wpli,beta,F8-Fz,-47.62125945029586
raeisi,wpli_gamma_F8_Fz,wpli,gamma,F8-Fz,-86.03366474366878
raeisi,wpli_delta_Fp1_Fz,wpli,delta,Fp1-Fz,49.24581459138437
raeisi,wpli_theta_Fp1_Fz,wpli,theta,Fp1-Fz,45.996640075887456
raeisi,wpli_alpha_Fp1_Fz,wpli,alpha,Fp1-Fz,18.628752515377112
raeisi,wpli_beta_Fp1_Fz,wpli,beta,Fp1-Fz,-58.94462063287842
raeisi,wpli_gamma_Fp1_Fz,wpli,gamma,Fp1-Fz,45.51939279109937
raeisi,wpli_delta_Fp2_Fz,wpli,delta,Fp2-Fz,80.32680377390807
raeisi,wpli_theta_Fp2_Fz,wpli,theta,Fp2-Fz,53.10018290232395
raeisi,wpli_alpha_Fp2_Fz,wpli,alpha,Fp2-Fz,18.635992600753706
raeisi,wpli_beta_Fp2_Fz,wpli,beta,Fp2-Fz,-46.863995296381056
raeisi,wpli_gamma_Fp2_Fz,wpli,gamma,Fp2-Fz,24.970673277908016
raeisi,wpli_delta_C3_P7,wpli,delta,C3-P7,25.418190340755896
raeisi,wpli_theta_C3_P7,wpli,theta,C3-P7,-66.52332100615388
raeisi,wpli_alpha_C3_P7,wpli,alpha,C3-P7,43.16450044370552
raeisi,wpli_beta_C3_P7,wpli,beta,C3-P7,41.67135572710083
raeisi,wpli_gamma_C3_P7,wpli,gamma,C3-P7,-2.509910157487905
raeisi,wpli_delta_C4_P7,wpli,delta,C4-P7,59.76996491295009
raeisi,wpli_theta_C4_P7,wpli,theta,C4-P7,-142.3918489893901
raeisi,wpli_alpha_C4_P7,wpli,alpha,C4-P7,42.841817962439535
raeisi,wpli_beta_C4_P7,wpli,beta,C4-P7,32.28518528580222
raeisi,wpli_gamma_C4_P7,wpli,gamma,C4-P7,0.0
raeisi,wpli_delta_F3_P7,wpli,delta,F3-P7,6.068126618262007
raeisi,wpli_theta_F3_P7,wpli,theta,F3-P7,-122.96387041908183
raeisi,wpli_alpha_F3_P7,wpli,alpha,F3-P7,26.73059024021662
raeisi,wpli_beta_F3_P7,wpli,beta,F3-P7,93.31920710436097
raeisi,wpli_gamma_F3_P7,wpli,gamma,F3-P7,87.85784289910957
raeisi,wpli_delta_F4_P7,wpli,delta,F4-P7,0.0
raeisi,wpli_theta_F4_P7,wpli,theta,F4-P7,-126.91173780190242
raeisi,wpli_alpha_F4_P7,wpli,alpha,F4-P7,9.435659178950814
raeisi,wpli_beta_F4_P7,wpli,beta,F4-P7,65.62930409462301
raeisi,wpli_gamma_F4_P7,wpli,gamma,F4-P7,27.252882196787493
raeisi,wpli_delta_F7_P7,wpli,delta,F7-P7,18.74987134554228
raeisi,wpli_theta_F7_P7,wpli,theta,F7-P7,-33.421952233089556
raeisi,wpli_alpha_F7_P7,wpli,alpha,F7-P7,65.8927417576677
raeisi,wpli_beta_F7_P7,wpli,beta,F7-P7,30.743652631744066
raeisi,wpli_gamma_F7_P7,wpli,gamma,F7-P7,-65.58653473258482
raeisi,wpli_delta_F8_P7,wpli,delta,F8-P7,12.289728353554953
raeisi,wpli_theta_F8_P7,wpli,theta,F8-P7,-103.3589418474412
raeisi,wpli_alpha_F8_P7,wpli,alpha,F8-P7,42.21785018612766
raeisi,wpli_beta_F8_P7,wpli,beta,F8-P7,0.0
raeisi,wpli_gamma_F8_P7,wpli,gamma,F8-P7,-82.54316379860303
raeisi,wpli_delta_Fp1_P7,wpli,delta,Fp1-P7,2.1874744925350362
raeisi,wpli_theta_Fp1_P7,wpli,theta,Fp1-P7,-79.85514264166733
raeisi,wpli_alpha_Fp1_P7,wpli,alpha,Fp1-P7,53.77698459667636
raeisi,wpli_beta_Fp1_P7,wpli,beta,Fp1-P7,72.75155195507072
raeisi,wpli_gamma_Fp1_P7,wpli,gamma,Fp1-P7,1.2899245667838675
raeisi,wpli_delta_Fp2_P7,wpli,delta,Fp2-P7,-35.14573465949958
raeisi,wpli_theta_Fp2_P7,wpli,theta,Fp2-P7,-74.39156097364454
raeisi,wpli_alpha_Fp2_P7,wpli,alpha,Fp2-P7,24.925797864676362
raeisi,wpli_beta_Fp2_P7,wpli,beta,Fp2-P7,55.12669008792737
raeisi,wpli_gamma_Fp2_P7,wpli,gamma,Fp2-P7,-29.581117306421362
raeisi,wpli_delta_Fz_P7,wpli,delta,Fz-P7,48.27791874076072
raeisi,wpli_theta_Fz_P7,wpli,theta,Fz-P7,-90.14680714169894
raeisi,wpli_alpha_Fz_P7,wpli,alpha,Fz-P7,60.25714146146479
raeisi,wpli_beta_Fz_P7,wpli,beta,Fz-P7,69.90908046125939
raeisi,wpli_gamma_Fz_P7,wpli,gamma,Fz-P7,-19.415382097929566
raeisi,wpli_delta_C3_P8,wpli,delta,C3-P8,0.0
raeisi,wpli_theta_C3_P8,wpli,theta,C3-P8,-76.06219275265686
raeisi,wpli_alpha_C3_P8,wpli,alpha,C3-P8,58.156046598839666
raeisi,wpli_beta_C3_P8,wpli,beta,C3-P8,75.17084917436974
